Date,Color,Breed,Sex,State,Name,DateCreated
2003-05-31,Yellow,Lab,F/S,Lost,Sadie,2003-05-31
2003-05-30,Black & Tan & White,Jack Russell Terrier,F/S,Lost,No Name,2003-05-31
2003-06-01,White With Brown Specks,Boxer X Lab,,Matched,No Name,2003-06-01
2003-06-01,Black & White,Siberian Husky,F/S,Matched,Deeka,2003-06-01
2003-06-01,Copper,Min Pin,M/N,Matched,Diesel,2003-06-01
2003-06-02,White,Shepherd,M/N,Matched,Tanu,2003-06-02
2003-06-02,Black & Tan,Rotty,M/N,Matched,Charger,2003-06-02
2003-06-02,White,Big Dog,M,Matched,No Name,2003-06-02
2003-06-03,Beige,Chow,F,Lost,Pansy,2003-06-03
2003-06-02,Black & Tan,Shepherd (pup),M,Matched,No Name,2003-06-03
2003-06-03,Gold,Labrador,F,Matched,No Name,2003-06-03
2003-06-03,Brindle,Pitbull,F,Lost,Kira,2003-06-03
2003-06-03,Black,Toy Poodle X Cocker,F,Matched,Koos Koos,2003-06-03
2003-06-03,Black & Tan,Retriever X,F/S,Matched,Keyara,2003-06-04
2003-06-04,White,Bichon Frise X,M,Matched,No Name,2003-06-04
2003-06-03,Fawn,Boxer,F,Lost,Darby,2003-06-05
2003-06-04,Brown & Tan,Shep X,M,Lost,Gus,2003-06-05
2003-06-05,Black & White,Dsh,F/S,Matched,Hailey,2003-06-05
2003-06-04,Brindle & White,Pitbull X  (pup),F,Matched,Amelia,2003-06-05
2003-06-04,Black,Labrador X,F/S,Matched,Bear,2003-06-05
2003-06-05,Black & White,Terrier X,M,Found,No Name,2003-06-06
2003-06-03,Black & Tan,Shep X Collie,M/N,Lost,Bandit,2003-06-06
2003-06-06,Black,Wired Haired Terrier X,F/S,Lost,Sally,2003-06-06
2003-06-06,Fawn & White,Chihuahua,F/S,Matched,Big,2003-06-06
2003-06-06,Black & White,Lab X,F/S,Matched,Jessie,2003-06-07
2003-06-07,Dark Grey,Shih Tzu,F,Matched,Brittney,2003-06-07
2003-06-07,White,Jr Terrier X,M/N,Matched,Jack,2003-06-07
2003-06-07,Brindle & White,English Bull Terrier,F/S,Lost,Bullseye,2003-06-07
2003-06-07,Grey & White & Silver,Shih X Poodle,F/S,Matched,Daisy,2003-06-07
2003-06-07,Black & Tan,Rotty,F,Matched,No Name,2003-06-07
2003-06-08,Black & Tan,Lab X,F,Matched,No Name,2003-06-08
2003-06-08,Brown & White,Bichon X Shih,M/N,Matched,Amigo,2003-06-08
2003-06-08,Black & Tan,Lab X,F/S,Matched,Amber,2003-06-08
2003-06-08,Tan & White,Husky,M,Matched,No Name,2003-06-08
2003-06-08,White,Bichon Frise X,M/N,Matched,Benny,2003-06-08
2003-06-08,Black & White,Shih Tzu,M,Matched,No Name,2003-06-08
2003-06-09,White,Samoyed,M,Matched,Sky,2003-06-09
2003-06-09,White,Jack Russell Terrier,M/N,Matched,Casper,2003-06-09
2003-06-07,Black & White,Border Collie X,F/S,Matched,Makala,2003-06-10
2003-06-07,Brown & Tan,Gsd X - Long Hair,F/S,Matched,Faith,2003-06-10
2003-06-10,White,Shep X Husky,M/N,Matched,Tanu,2003-06-10
2003-06-11,Blonde,Cocker Spaniel,F/S,Matched,Sophie,2003-06-11
2003-06-11,Yellow With Red Eyes,Lovebird,F,Lost,No Name,2003-06-11
2003-06-12,Grey,Min Schnauzer,F/S,Matched,Mia,2003-06-12
2003-06-07,Grey,Cockateil,F,Lost,Cindy,2003-06-12
2003-06-12,Black & Brown,Airdale,F,Matched,No Name,2003-06-12
2003-06-14,Tan & White,Pomeranian  X Poodle,F/S,Matched,Mercadie,2003-06-14
2003-06-15,Black & Grey & White,Shep X Husky,M/N,Matched,Schooner,2003-06-15
2003-06-13,Tan,Pom X,F,Matched,No Name,2003-06-15
2003-06-15,Yellow,Lab,M,Lost,Joey,2003-06-15
2003-06-14,Black & Tan,Shep X,M/N,Matched,Chance,2003-06-15
2003-06-16,Black & Tan,Shep,M,Matched,Rocky,2003-06-16
2003-06-17,White,Poodle,F,Matched,No Name,2003-06-17
2003-06-18,Black,Lab,F/S,Lost,Sappho,2003-06-18
2003-06-18,Brown & Tan,Shep X,M,Lost,Shaklka,2003-06-18
2003-06-10,Cream,Siberian Husky,M,Matched,Sumo,2003-06-18
2003-06-13,Black,Gsd,F/S,Lost,Jade,2003-06-18
2003-06-18,Light Brown & White,Boxer X Lab,M,Lost,Chester,2003-06-18
2003-06-18,Brown,Chocolate Lab X Dobie,M,Matched,No Name,2003-06-18
2003-06-18,White,Maltese,F/S,Matched,Jamie,2003-06-19
2003-06-18,Orange & Grey & Blue & Black,Blue Heeler,M,Lost,Ned,2003-06-19
2003-06-19,Black & Grey,Elkhound,F/S,Lost,Ochinere,2003-06-19
2003-06-20,Lite Brown,Finnish Spitz   (fox),F,Lost,Foxy,2003-06-20
2003-06-20,White,American Eskimo,M/N,Lost,Koko,2003-06-20
2003-06-20,Black & Brown,Shiba Inu X,F/S,Lost,Terra,2003-06-20
2003-06-22,Black,Lab X,M/N,Matched,Milo,2003-06-22
2003-06-22,Chocolate,Dobie X Lab,M,Matched,Ozzie,2003-06-22
2003-06-22,Black,Lab,M/N,Matched,Rudy,2003-06-22
2003-06-22,Black & Tan,Rotty,F,Lost,No Name,2003-06-22
2003-06-22,Black & White,Cat  (short Haired),,Found,No Name,2003-06-22
2003-06-23,Apricot,Schnauzer X Havenese,F,Lost,Winnie,2003-06-23
2003-06-22,Red & White,Nova Scot Duck T Retreiver,M,Matched,Opi,2003-06-23
2003-06-23,Blonde & Black & White,Boxer X Lab,M/N,Matched,Rupert,2003-06-23
2003-06-23,,Yorkie X,,Matched,No Name,2003-06-23
2003-06-23,Black & Orange,Dsh,F/S,Lost,Milo,2003-06-23
2003-06-24,Black & Brown,Rotty,M/N,Matched,Buddy,2003-06-24
2003-06-24,Black & Brown & White On Chest,Rotty X,M/N,Matched,Sam,2003-06-24
2003-06-24,Black & Tan,Shepherd X,M/N,Lost,Mowgli,2003-06-25
2003-06-25,Black & Grey,"Medium Size, Short Hair",M,Lost,Buddy,2003-06-25
2003-06-25,Grey & White,Small,M/N,Lost,Buddy,2003-06-25
2003-06-25,Black & Tan,Yorkshire Terrier,F/S,Matched,Baby,2003-06-25
2003-06-25,Black & Tan,Shepherd,F/S,Matched,Charlotte,2003-06-25
2003-06-25,Rust & Orange,Cockapoo,M/N,Lost,Sam,2003-06-25
2003-06-25,Black & Tan,Shep  (small Size),F,Matched,Charlotte,2003-06-25
2003-06-25,Tan,Husky X Collie,M/N,Matched,Oscar,2003-06-25
2003-06-25,Brown & White,Multi Breed,M,Matched,Patches,2003-06-25
2003-06-25,Black & Tan,Rotty X,M/N,Matched,Napolean,2003-06-25
2003-06-25,Black & Tan,Doberman,F,Lost,Data Seven,2003-06-25
2003-06-25,Grey & Tan,Himalayan,F,Lost,No Name,2003-06-25
2003-06-26,Dark Grey,Tabby,M/N,Matched,Maceo,2003-06-26
2003-06-26,White & Amber,Shih Tzu,M/N,Matched,Ping,2003-06-26
2003-06-26,Tan,Shiba Inu (mini Fox),M/N,Lost,Chewy,2003-06-26
2003-06-26,Black,Lab,M/N,Matched,No Name,2003-06-26
2003-06-26,Black & Grey,Lab X,M/N,Matched,Drake,2003-06-27
2003-06-27,White,Westie X,M/N,Matched,Terry,2003-06-27
2003-06-27,Brown & Black & White,Pit Bull X (very Large),M/N,Lost,Bam Bam,2003-06-27
2003-06-27,Reddish,Viszla,M/N,Lost,Rusty,2003-06-27
2003-06-27,Cream,Peki  X  Malti,M/N,Lost,Pippen,2003-06-28
2003-06-28,White W Tan Markings,Chihuaua,M,Lost,Chico,2003-06-28
2003-06-28,Beige,Poodle,F,Matched,No Name,2003-06-28
2003-06-28,Brown,Lab X,M/N,Matched,Beau,2003-06-28
2003-06-30,White W? Orange Markings,Cat,M,Lost,No Name,2003-06-30
2003-06-30,Silver Grey,Terrier X,M/N,Lost,Whiskey,2003-06-30
2003-07-01,Bright White,Great Pyrenese,F,Lost,Abby,2003-07-01
2003-06-30,Black & Blonde,Shepherd X,F/S,Found,Shyan,2003-07-02
2003-07-02,Brindle,British Bull Dog X Rotty,F,Lost,Mia,2003-07-02
2003-07-03,Black & White,Border Collie X,M,Lost,Jake,2003-07-03
2003-07-04,Brown,Poodle X,F,Lost,Cinnomon,2003-07-04
2003-07-03,Tan & Cinnammon,Pitbull X,F/S,Matched,Cinnamon / Cinner,2003-07-04
2003-07-04,White,Chihuahua,F/S,Matched,Jenny,2003-07-04
2003-07-04,Black & Brown,Airedale X,M,Found,No Name,2003-07-04
2003-07-05,Black & Tan,Doby,M,Matched,No Name,2003-07-05
2003-07-05,Blonde,Shih Tzu X,M,Matched,No Name,2003-07-05
2003-07-06,Black,Pitbull X,F/S,Matched,Pepper,2003-07-06
2003-07-06,Cream,Husky X Samoyed,F/S,Matched,Nina,2003-07-06
2003-07-05,Black & White,Shih Tzu,M/N,Lost,Bubba,2003-07-06
2003-07-05,Black & Tan,Welsh Terrier,F,Matched,Wendy,2003-07-06
2003-07-06,Black,Lab,F,Matched,Hunter,2003-07-06
2003-07-07,Black & Brown,Gsd,M,Matched,Osha,2003-07-07
2003-07-06,Black & White,Lab X Collie,F,Matched,Dusty,2003-07-07
2003-07-07,Black,Lab X,F/S,Matched,Sadie,2003-07-07
2003-07-08,White,Boxer,M/N,Matched,No Name,2003-07-08
2003-07-08,White,"Boxer (large), Deaf",M/N,Matched,No Name,2003-07-08
2003-07-08,Black & Tan,Shepherd X Newfoundland,M/N,Lost,Grizz,2003-07-08
2003-07-08,Tri,Sheltie,M/N,Matched,Tiimmy,2003-07-08
2003-07-08,Brown & Black & White,Shih Tzu ( Puppy),M,Matched,Scruffy,2003-07-09
2003-07-08,Blonde,Lab X,F/S,Matched,Ella,2003-07-09
2003-07-09,Blonde,Lhasa Apso,F/S,Matched,Jakki,2003-07-10
2003-07-10,Choco,Lab,,Matched,Benny,2003-07-10
2003-07-10,Black & Tan,Shep X Rotty,F/S,Matched,Harley,2003-07-10
2003-07-10,Brown,Terrier X,M,Found,No Name,2003-07-11
2003-07-11,Black & Tan,Doby X Shep,M,Matched,Charlie,2003-07-11
2003-07-12,Grey & White,Benji,M,Found,No Name,2003-07-12
2003-07-12,Black,Lab X,F,Matched,No Name,2003-07-12
2003-07-13,Black,Flat Coated Retriever,F/S,Matched,Pepper,2003-07-13
2003-07-12,Black & White,Husky,F,Lost,Frankie,2003-07-14
2003-07-15,White,Rabbit,M,Found,No Name,2003-07-15
2003-07-15,Black & Brown,Rottweiler,F,Found,No Name,2003-07-15
2003-07-15,Brown & White Patch,Boxer X,M/N,Lost,Tug,2003-07-15
2003-07-15,White,Kuvaz (lrg Long Haired Dog),F/S,Lost,Angel,2003-07-16
2003-07-16,Black,Lab X,M/N,Matched,Midnight,2003-07-16
2003-07-16,Brown & White,Siberian Husky X,M/N,Lost,Shamus,2003-07-16
2003-07-17,Golden,Golden Retriever,F/S,Matched,Huckleberry,2003-07-17
2003-07-17,Black & Grey,German Shnauzer,M,Lost,Shadow,2003-07-17
2003-07-18,Black & Tan & White,Shepherd X,M/N,Lost,Jake,2003-07-18
2003-07-19,Black,Pitbull,M,Lost,Duds,2003-07-19
2003-07-19,Black & Tan,Yorkie,M/N,Lost,Happy,2003-07-19
2003-07-19,Beige,Boxer,F,Matched,Zeusa,2003-07-19
2003-07-19,Black & Greyish,Ferret,F,Lost,Miss,2003-07-20
2003-07-20,Tan & White,Bulldog,M,Lost,Cornelius,2003-07-20
2003-07-20,Lite Brown,Pomeranian X,F/S,Matched,Peppe,2003-07-20
2003-07-20,Brown & Black Markings,Ferret,M/N,Lost,Jasper,2003-07-20
2003-07-20,White,Bichon Frise X,M,Matched,Max,2003-07-20
2003-07-20,Black & White,Cat,M/N,Lost,Tarrot,2003-07-20
2003-07-20,Grey,Akita,M,Lost,Mika,2003-07-20
2003-07-20,Lite Brown,Scotty Terrier,F/S,Lost,Rhiona,2003-07-20
2003-07-20,Black & Brown,Burnese Mtn Dog (6 Mnths),M,Matched,Bear,2003-07-21
2003-07-20,Gold,Labrador Pup,M,Matched,Jai Jai,2003-07-21
2003-07-21,Goldish Red,Looks Like Small Fox,F,Matched,No Name,2003-07-22
2003-07-23,Black,Toy Poodle,M/N,Lost,Shadow,2003-07-23
2003-07-18,Brown,Domestic Cat,M,Lost,Tommy,2003-07-23
2003-07-18,Black & White,Domestic Cat,M,Lost,Oreo,2003-07-23
2003-07-19,White & Yellow,Cockatiel,F,Lost,Casper,2003-07-23
2003-07-23,Black & White,Pomeranian,F,Matched,Kilo,2003-07-23
2003-07-23,White With Tan Ears,Jack Russell,F/S,Lost,Emily,2003-07-23
2003-07-24,Grey & White,Elkhound,M/N,Lost,Odie,2003-07-24
2003-07-24,Grey Point,Siamese Cat,M/N,Lost,Bibi,2003-07-24
2003-07-24,Brown,Great Dane X,M/N,Matched,Shadow,2003-07-24
2003-07-23,Black,Great Dane X Lab,M/N,Matched,Shadow,2003-07-24
2003-07-24,Black & Tan,Gsd,M,Matched,Rocky,2003-07-24
2003-07-24,Black & White,Husky,,Found,No Name,2003-07-24
2003-07-24,Black,,,Found,No Name,2003-07-24
2003-07-24,Tabby W Ith Black & Beige,Cat,M/N,Lost,Baxter,2003-07-24
2003-07-24,,Britany Spaniel,,Lost,No Name,2003-07-24
2003-07-25,Dark Silver,Mini Shnausher,M/N,Matched,No Name,2003-07-25
2003-07-25,Black,Lab X,M/N,Found,Panther,2003-07-25
2003-07-25,Tan,Shep,F,Lost,Biggie,2003-07-25
2003-07-25,Black & Tan,Shep,M,Lost,Misiu,2003-07-25
2003-07-25,Blonde,Wheaton Terrier,F/S,Lost,Kira,2003-07-25
2003-07-26,White,Havanese (small Dog),F,Lost,Poco,2003-07-26
2003-07-26,Black,Lab X,M/N,Found,Jake,2003-07-26
2003-07-26,Black & Brown,Min Pincher,F,Lost,Vulpix,2003-07-26
2003-07-26,Golden,Lab,M/N,Matched,No Name,2003-07-26
2003-07-27,Tri Colour,Shep,M/N,Matched,No Name,2003-07-27
2003-07-27,Black,Lab,M,Found,No Name,2003-07-27
2003-07-27,Brown & Black & White,Border Collie,F,Found,No Name,2003-07-27
2003-07-27,Brown & White & Brown Spots,G.Shorthair X Aussie,M,Lost,Pluto,2003-07-27
2003-07-27,Black & Tan,Shep X Lab,M/N,Lost,Murray,2003-07-27
2003-07-27,Brindle & White,Pit X,F,Matched,Cinder,2003-07-27
2003-07-27,Red,Irish Setter,M,Lost,Bo,2003-07-27
2003-07-27,White,Jack Russell Terrier,F/S,Matched,Patch,2003-07-27
2003-07-27,Grey W White Chest And Paws,Pit Bull,M,Lost,Kato,2003-07-27
2003-07-28,White,Bichon,F/S,Matched,Bijoux,2003-07-28
2003-07-28,White,Boxer,F/S,Lost,Cassius,2003-07-28
2003-07-29,Lite Brown,Shep X,M/N,Matched,Ralph,2003-07-28
2003-07-28,Golden,Shep X Lab,M,Lost,Pachino,2003-07-28
2003-07-29,Black & Tan,Shep X,F/S,Matched,Bella,2003-07-29
2003-07-29,Tan & White,Cocker Spaniel,M/N,Lost,Bloomer,2003-07-29
2003-07-29,Grey,Min Schnauser,F,Lost,Amy,2003-07-29
2003-07-29,White,,,Found,Ruffles,2003-07-29
2003-07-29,"White,batman Style Markings",Domestic Short Hair,M/N,Lost,Joshua,2003-07-29
2003-07-29,Tan & White,Chihuahua,M,Lost,Willy,2003-07-29
2003-07-29,Black & Tan,Chow X Rotty,M/N,Lost,Buster,2003-07-29
2003-07-30,Golden & Orange,Shiba Inu,M,Found,No Name,2003-07-30
2003-07-30,Green & Red,Lovebird,M,Lost,Redgreen,2003-07-30
2003-07-30,Black & White,Cocker Spaniel X,M/N,Matched,Spotty,2003-07-30
2003-07-30,Brown & White,Cane Korso,M,Matched,Jacob,2003-07-30
2003-07-31,Black & White,Cockapoo  X,F/S,Lost,Betty,2003-07-31
2003-07-31,Black & Brown,Collie X,F/S,Lost,Ivy,2003-07-31
2003-07-31,Brown & White,Boxer,F,Matched,No Name,2003-07-31
2003-07-31,Brown & White,Blue Heeler,F/S,Lost,Sadie,2003-07-31
2003-07-31,Brindle,Boxer,F,Matched,Chee,2003-07-31
2003-07-31,Black & Tan,Shepherd X,M/N,Matched,Bodi,2003-07-31
2003-07-31,Tri Colour,Border Collie,F,Lost,No Name,2003-07-31
2003-07-31,Black & Tan,Shep X Lab,F,Lost,Bree,2003-07-31
2003-07-31,Black,Border Collie X,M/N,Matched,Jackie,2003-08-01
2003-08-01,Black,Lab,M,Matched,Midnight,2003-08-01
2003-08-01,Red,Min Pin,,Lost,No Name,2003-08-01
2003-08-01,Beige,Sharpei,M/N,Lost,Joey,2003-08-01
2003-08-01,Black & White,Shih Tzu X,M,Lost,Popeye,2003-08-01
2003-08-01,Black,Long Hair Shepherd,M/N,Lost,Andrew,2003-08-01
2003-08-02,Black & Tan,Shep X,F,Matched,Darma,2003-08-02
2003-08-03,Black & White,Shep X Husky,M/N,Matched,Niko,2003-08-03
2003-08-03,Black & White,Border Collie X,M/N,Matched,Marley,2003-08-03
2003-08-03,Dark Brown W Some White,Pit X,F/S,Matched,Aronah (?),2003-08-03
2003-08-03,Black & Red,Rotty,F,Matched,No Name,2003-08-03
2003-08-03,Grey & Tan,Chihuahua,M,Matched,Pyojo,2003-08-03
2003-08-03,Black & Grey,Blue Heeler X,F,Lost,No Name,2003-08-03
2003-08-03,Brown & Black & White,Shep X Husky,M/N,Lost,Primo,2003-08-03
2003-08-03,Black,Lab X Ret,F/S,Lost,Zoe,2003-08-03
2003-08-03,Black & Tan,Rotty,M/N,Matched,Zoomy,2003-08-03
2003-08-04,Black & White,Border Collie,M/N,Matched,Jake,2003-08-04
2003-08-05,Brown & White,Long Haired Bassett,M/N,Matched,Clauge,2003-08-05
2003-08-05,Black & White,Siberian Husky,F,Matched,Pepe,2003-08-05
2003-08-05,Red & Tan,Doberman,M/N,Matched,No Name,2003-08-05
2003-08-05,White & Yellow Head/red Cheeks,Cockatiel (bird),F,Lost,Casper,2003-08-05
2003-08-05,Brown & White,Blue Heeler,F/S,Lost,Saddie,2003-08-05
2003-08-05,Orange & White,Domestic Long Haired,M/N,Matched,Giro,2003-08-05
2003-08-05,Green & Red,Love Bird,,Lost,No Name,2003-08-05
2003-08-07,Grey,Russian Blue Cat,M/N,Lost,No Name,2003-08-07
2003-08-07,Brindle,Boxer X Lab,M/N,Lost,Zoe,2003-08-07
2003-08-08,Golden,Golden Retreiver,M,Lost,Charlie,2003-08-08
2003-08-08,White & Cream,French Bulldog,M/N,Matched,Rocky,2003-08-08
2003-08-08,Black & Tan,Min Pin,M,Lost,Rosco,2003-08-08
2003-08-08,Brown & Black & White,Beagle,M,Lost,Elvis,2003-08-08
2003-08-08,Black & White,Boston Terrier,M,Matched,Bugsy,2003-08-09
2003-08-09,Black & White,Poodle,M,Matched,No Name,2003-08-09
2003-08-09,Black & White,Blue Heeler X Husky,F/S,Matched,Meeka,2003-08-10
2003-08-11,Brown Tabby,Cat,F/S,Lost,No Name,2003-08-11
2003-08-11,Brwn & Black & Grey & White,Husky X,F,Matched,Shyla,2003-08-11
2003-08-11,Black & White,Shih Tzu,M/N,Lost,Peppy,2003-08-11
2003-08-11,Gold,Terrier X Lab  ( Benji Look),F,Lost,Sophie,2003-08-11
2003-08-11,Brown & Gold,Chihuahua,F,Found,No Name,2003-08-11
2003-08-12,Brown & Grey Tabby,Dlh,M/N,Lost,Kipper,2003-08-12
2003-08-12,Black & Silver,Husky X,M,Matched,No Name,2003-08-12
2003-08-12,Brown & White,Cocker Spaniel,M,Matched,Lucky,2003-08-12
2003-08-12,Black & White,Dsh,M/N,Lost,Boo,2003-08-12
2003-08-12,Black,Lab,M/N,Matched,Jake,2003-08-12
2003-08-13,Brown,Chow,F/S,Matched,Sei Sei,2003-08-13
2003-08-13,Black & White,Dsh,M/N,Lost,Oscar,2003-08-13
2003-08-13,White,Shep X Husky,M/N,Lost,Tanu,2003-08-13
2003-08-13,Red,Chow,F/S,Lost,Fei Fei,2003-08-13
2003-08-13,Black,Lab,M,Matched,Slick,2003-08-13
2003-08-13,Black & White,Pitbull X,M/N,Matched,Dexter,2003-08-14
2003-08-14,White & Beige,Australian Ridgeback,M/N,Lost,Buddy,2003-08-15
2003-08-14,Black & Tan,Span X Rotty,M,Lost,Bo Bear,2003-08-15
2003-08-15,Black & Tan,Shepherd,F,Lost,Reba,2003-08-15
2003-08-15,White,Budgie,F,Lost,Houdini,2003-08-15
2003-08-15,Red & White,Australian Cattle Dog,F/S,Matched,Loki,2003-08-15
2003-08-15,Black,Rottweiler,M,Lost,Rocko,2003-08-15
2003-08-16,Black & White,English Bull Terrier,F/S,Matched,Aspen,2003-08-16
2003-08-16,Brown & White,Dane X Pitbull,M/N,Matched,Patches,2003-08-16
2003-08-16,Black & Tan,Lab X Doby,F/S,Lost,Reno,2003-08-16
2003-08-16,Black & White,Pom X Terrier,F/S,Matched,2 Socks,2003-08-16
2003-08-17,Black & Tan,Rotty,M,Matched,Zeus,2003-08-17
2003-08-17,Cream,Mini Poodle,,Found,No Name,2003-08-18
2003-08-18,Black & Tan,Shep X  (pup),F,Lost,Juliett,2003-08-18
2003-08-18,White,Maltipoo,M,Lost,Casper,2003-08-18
2003-08-18,Yellow,Lab X,M/N,Lost,Winston,2003-08-18
2003-08-18,Beige,Mini-poodle,F,Lost,Beatrice,2003-08-18
2003-08-18,Cream With Brown,Nova Scotia Duck Toller Dog,,Matched,No Name,2003-08-18
2003-08-18,White,Maltese,F/S,Matched,Pinky,2003-08-18
2003-08-19,White,West Highland Terrier  (old),F,Lost,No Name,2003-08-19
2003-08-19,Brindle,Staffordshire,F/S,Lost,Cheeta,2003-08-19
2003-08-19,Black & Brown,Min Pin,M,Lost,Shainni,2003-08-19
2003-08-17,Gold,Lab X Pit,M/N,Lost,Kody,2003-08-19
2003-08-19,Brown & White,Ferret,F,Lost,No Name,2003-08-19
2003-08-19,,Yorkshire Terrier,F/S,Lost,No Name,2003-08-19
2003-08-20,Grey,Monkey,,Found,No Name,2003-08-20
2003-08-17,Brindle,Cairn Terrier,F/S,Lost,Nushka,2003-08-20
2003-08-19,Black & Tan,Yorkshire Terrier,M/N,Lost,Chilly,2003-08-20
2003-08-20,Black,Dsh,M,Lost,No Name,2003-08-20
2003-08-20,Black,Lab,M/N,Matched,Shadow,2003-08-21
2003-08-21,Black & Tan & White,Rotty X Collie,F/S,Matched,Kobe,2003-08-21
2003-08-21,Grey & White,Husky X,F/S,Lost,Shilo,2003-08-22
2003-08-22,Black & Gold,Yorkshire Terrier,M,Lost,Mui Mui,2003-08-22
2003-08-22,Gold,Lab,M/N,Matched,Fidel,2003-08-22
2003-08-22,Black,Boxer X,M,Lost,Piggy,2003-08-22
2003-08-22,Black,Boxer X,F,Matched,No Name,2003-08-22
2003-08-22,Brindle,Rotti X Pit,M,Matched,Bourbon,2003-08-22
2003-08-23,"White W/brown,black Spots",Jack Russell,M,Lost,Tiger,2003-08-23
2003-08-23,Gold,Labrador,M/N,Lost,Max,2003-08-23
2003-08-23,Blonde,Husky X,F/S,Matched,Honey,2003-08-23
2003-08-23,Tan,Spaniel,M/N,Matched,Rusty,2003-08-24
2003-08-24,Black & White,Boxer X,M,Lost,Piggy,2003-08-24
2003-08-24,Gold,Shih Tzu,F,Lost,Tia,2003-08-25
2003-08-24,Gold,Retriever,F,Found,No Name,2003-08-25
2003-08-25,Dark Orange,Persian X,M/N,Lost,Fluffy,2003-08-25
2003-08-26,Black & Tan,G Shep,F,Lost,Niko,2003-08-26
2003-08-26,Brown With White Patch,Pitbull,M/N,Matched,Mojo,2003-08-26
2003-08-26,Gold,Retriever,F,Lost,Aura,2003-08-26
2003-08-26,Black & Greying Muzzle,Lab X,M/N,Lost,Ziggy,2003-08-26
2003-08-27,Tan & White,Shep X Collie,F,Lost,Biggi,2003-08-27
2003-08-26,Black & Tan,Rotty,M,Found,No Name,2003-08-28
2003-08-28,Tan,Chihuahua,F/S,Lost,Pia,2003-08-28
2003-08-28,Black & Greyish,Husky X,F,Matched,No Name,2003-08-29
2003-08-29,Brown & Black & White,Jack Russel,M/N,Lost,Enzo,2003-08-29
2003-08-29,Black,Lab X,F,Matched,No Name,2003-08-29
2003-08-29,White,Poodle,F,Matched,Tia,2003-08-29
2003-08-29,White,Samoyed,M,Lost,Casey,2003-08-29
2003-08-29,Black & Grey,Domestic Short Hair Cat,F,Lost,Casey,2003-08-29
2003-08-30,Black & Tan,Rotty X Boxer,F/S,Lost,Pepper,2003-08-30
2003-08-29,Tan,Belgium Shep X Chow X Akita,M/N,Lost,Cush,2003-08-30
2003-08-30,Tan Or Yellow,Akita,F,Matched,"Pocky""& ""kona",2003-08-30
2003-08-30,Black & Tan & White,Belgium Shep X Akita,M,Lost,Cush,2003-08-30
2003-08-31,Black & Tan & White,Border Collie X (spaniel),F,Found,No Name,2003-08-31
2003-08-31,Black,Lab,F,Lost,Xena,2003-08-31
2003-08-31,Black & White,Mini Poodle,M,Found,No Name,2003-08-31
2003-08-31,Golden Brown,Chow X Rotty,F,Matched,Mag,2003-08-31
2003-09-01,Black & Tan,Shep X,M,Found,Lulu,2003-09-01
2003-09-01,Brindle,Bulldog,M,Found,The Admiral,2003-09-01
2003-09-02,Black & Tan,Shep X Rotty,M/N,Matched,Freddy (was Chevy),2003-09-02
2003-09-02,Black & Tan,Yorkie,F,Matched,No Name,2003-09-02
2003-08-31,Black,Lab X,M,Lost,Zak,2003-09-02
2003-09-01,Black & Tan,Airedale Terrier,M/N,Lost,Jimmy,2003-09-02
2003-09-03,Black,Shep X Husky,F/S,Lost,Molly,2003-09-03
2003-09-03,Gold,Labrador,F/S,Lost,Hersey,2003-09-03
2003-09-03,Black & White,Jack Russell Terrier,M/N,Matched,Casey,2003-09-03
2003-09-04,Brown & White,Cane Corso,M,Matched,Jacob,2003-09-04
2003-09-04,Black & Tan,Shep,F,Lost,Lucky,2003-09-04
2003-09-05,Black,Sheepdog X Collie,F/S,Matched,Noel,2003-09-05
2003-09-05,White & Beige Spots,Chihuahua X    ( Pup),F,Lost,Jetta,2003-09-05
2003-09-06,Black,Lab,F,Lost,Torie,2003-09-06
2003-09-05,Black & White,Siberian Husky,M,Lost,Risky,2003-09-06
2003-09-06,Black & White,Jack Russell Terrier X,M/N,Found,No Name,2003-09-06
2003-09-06,Black & Tan,Silky Terrier,M/N,Lost,Sabre,2003-09-06
2003-09-06,Golden White,Shih Tzu,M,Lost,Bobby,2003-09-06
2003-09-06,Tan,Doby X Shep,F/S,Matched,Roxy,2003-09-06
2003-09-06,White & Cream,Lhasa Apso,M,Lost,"Tofu ""toe""",2003-09-06
2003-09-07,Cream,Small Scruffy ?,F,Lost,Crackers,2003-09-07
2003-09-07,White,Shih Tsu,M,Matched,No Name,2003-09-07
2003-09-07,Tan,Silky X Havanese,F,Lost,No Name,2003-09-07
2003-09-07,Black & White,Cockapoo,F,Found,No Name,2003-09-07
2003-09-07,White,Lab,F/S,Lost,Hershey,2003-09-07
2003-09-07,Black & White,Lab X,F/S,Matched,Buddy,2003-09-07
2003-09-07,Black & Some White,Lab X,M/N,Found,No Name,2003-09-07
2003-09-07,Tan,Shiba Inu,F,Found,Lucky,2003-09-07
2003-09-07,Golden,Shep X Lab,M/N,Lost,No Name,2003-09-07
2003-09-07,Brown & White,Lhasa Apso,M/N,Matched,Tunkwa,2003-09-08
2003-09-07,Black & Grey & White,Australian Shepherd,M/N,Lost,Irie,2003-09-08
2003-09-08,Cream With Dark Stripes,Silky,M/N,Lost,Dusty,2003-09-08
2003-09-08,Golden,Lab,F,Found,No Name,2003-09-08
2003-09-09,Black & White,Cocker Spaniel,F,Matched,Georgie Girl,2003-09-09
