Date,Color,Breed,Sex,State,Name,DateCreated
2003-01-02,Black & White,Border Collie,F,Matched,Jasmine,2003-01-03
2003-01-02,Black & Tan,Shep,M,Matched,Chopper,2003-01-03
2003-01-02,Black & Tan,Shep X,M/N,Matched,Logan,2003-01-03
2003-01-03,Black,Akita X,F/S,Lost,Not Sure,2003-01-03
2003-01-03,Black,Lab X,F/S,Lost,Barley,2003-01-03
2003-01-03,Golden,Lab,M,Found,No Name,2003-01-03
2003-01-02,Black & Brindle,French Bulldog,M,Matched,Tyson,2003-01-03
2003-01-03,Cinnamon,Chow,M/N,Lost,No Name,2003-01-03
2003-01-04,Brown W Lite Brown Chest,Lab,F,Lost,Cohiba,2003-01-04
2003-01-04,Black & Tan,Shep X,M/N,Lost,Releck,2003-01-04
2003-01-04,Black & White,Lab,M/N,Matched,Trooper,2003-01-04
2003-01-04,Black,French Bull Dog,M,Lost,Tyson,2003-01-04
2003-01-05,Black,Pitbull X Lab,M/N,Found,Cc,2003-01-05
2003-01-05,"Brown & White Chest, Grey Eye",Lab X,F,Lost,Cohiba,2003-01-05
2003-01-05,Tri,Sheltie,F/S,Lost,Din - Din,2003-01-05
2003-01-06,White,Wheaton Terrier,F/S,Lost,Mikki,2003-01-06
2003-01-05,Brown & Tan & Cream,Yorkshire X,M/N,Found,Chico,2003-01-06
2003-01-07,Lite Brindle,Pitbull,M/N,Found,No Name,2003-01-07
2003-01-07,Brown,Staff Terrier,M,Matched,Otis,2003-01-07
2003-01-08,Brown,Choc Lab,F,Matched,No Name,2003-01-08
2003-01-08,Orange Tabby,,M/N,Lost,Sebastian,2003-01-08
2003-01-09,White (maybe Died Pink),Pekingese X Maltese,F,Lost,Stanley,2003-01-09
2003-01-06,Tan,Akita X Shep,F/S,Matched,Black Studded Collar,2003-01-10
2003-01-12,Chocolate,Lab,M/N,Lost,Chewbacca,2003-01-12
2003-01-13,Black,Cocker Spaniel,M/N,Matched,Salomon,2003-01-13
2003-01-13,Black & White,Border Collie,F,Matched,No Name,2003-01-13
2003-01-14,Lite Brindle,Staffordshire Terrier,M/N,Lost,Otis,2003-01-14
2003-01-14,Red Merle,Aussie Shepherd,M/N,Lost,Ozzie,2003-01-14
2003-01-15,Black & Tan,Rotty X Lab,F/S,Matched,Mia,2003-01-15
2003-01-15,Grey & White,Dsh,M/N,Found,Afred,2003-01-15
2003-01-15,Dark Brown(black)w/wh.Star,Lab X,M,Lost,Serge,2003-01-15
2003-01-15,Dark Brown,Lab X,M,Lost,Serge,2003-01-15
2003-01-15,Brown & White,Dalmatian,M/N,Matched,Moose,2003-01-15
2003-01-16,Black & Tan,Rotty,M,Lost,Jake,2003-01-16
2003-01-16,Grey & White,Husky,F,Lost,No Name,2003-01-16
2003-01-17,Brownish Black,Lab X,M/N,Lost,Gunner,2003-01-17
2003-01-17,Black,Lab X Chow,M/N,Lost,Gibson,2003-01-17
2003-01-17,Black & White,Shih Tzu,F,Lost,Angel,2003-01-17
2003-01-17,Brown & Black & White,Norwich Terrier,M/N,Lost,Oscar,2003-01-17
2003-01-17,Beige,Shih Tzu X Poodle,F/S,Lost,Keisha,2003-01-17
2003-01-18,Mostly White,Jack Russell,F,Lost,Denman,2003-01-18
2003-01-19,Black & White,Heeler X  (small Size),M,Found,No Name,2003-01-19
2003-01-20,Black,Rottweiller,F,Lost,Bobbie,2003-01-20
2003-01-21,Black & Tan,Min Pin,M,Lost,No Name,2003-01-21
2003-01-22,Black & White,Border Collie X,M,Lost,Sam,2003-01-22
2003-01-22,Brown,Scooby Doo X - Brazilian Mast,M/N,Lost,Eddie,2003-01-23
2003-01-25,Black & White,Mala X Siberian Husky,F/S,Lost,Kiska,2003-01-25
2003-01-25,Black & Tan,Shep X Collie,M/N,Lost,Floyd,2003-01-25
2003-01-26,Black & White,Lab X,M/N,Matched,Jake,2003-01-26
2003-01-03,Brown,Chocolate Lab,F,Lost,Cohiva,2003-01-27
2003-01-28,Black & Brown,Shep X  (puppy),M,Lost,No Name,2003-01-28
2003-01-29,Black & White,Dsh,M/N,Lost,Monty,2003-01-29
2003-01-29,Tri,Sheltie,F/S,Lost,Mezzippiede,2003-01-30
2003-01-30,Silver Grey,Mini Schnauzer,M,Matched,No Name,2003-01-30
2003-01-30,White,Bichon Frise,M,Matched,Nakki,2003-01-30
2003-01-30,Red,Chow,M/N,Lost,Tonton,2003-01-30
2003-01-30,Black & Brown,Bernard X Shep X Mastiff,F/S,Lost,Sage,2003-01-31
2003-01-29,Brown & White,Am Staff,M/N,Lost,Bam Bam,2003-01-31
2003-01-31,Grey,Dsh Siamese X,M/N,Matched,Basil,2003-01-31
2003-01-31,Black & Tan,Gsd X,F,Lost,Abbe,2003-01-31
2003-02-02,,Bernese Mountain Dog,,Lost,No Name,2003-02-02
2003-02-02,Golden,Retriever,M/N,Lost,Max,2003-02-02
2003-02-02,Black,Lab,M/N,Matched,Toby,2003-02-02
2003-02-03,Brindle & White,Amer Bull Dog,M/N,Lost,Keo,2003-02-03
2003-02-03,White,Spaniel,M,Lost,Bingo,2003-02-03
2003-02-04,Black & Tan,Lab X Doby,M/N,Lost,Buster,2003-02-04
2003-02-04,Tri Color (w&b),Lab X Collie,M/N,Lost,Bailey,2003-02-04
2003-02-04,Brown Orange Beige,Torishell,F/S,Lost,Barbara,2003-02-04
2003-02-05,Brown & Black & White,Shep X Akita X Mala,M,Matched,Dakota,2003-02-05
2003-02-05,Golden,Golden Retriever,M,Lost,Shaddy,2003-02-05
2003-02-05,Black & Red,Rottweiler X,F/S,Matched,Emma,2003-02-05
2003-01-02,Black & White,Dalmation,M/N,Lost,Pepper,2003-02-06
2003-02-06,Brown,Labrador,M,Found,No Name,2003-02-06
2003-02-06,Chocolate,Lab,M,Lost,No Name,2003-02-06
2003-02-06,Blue Merel,Great Dane,F,Lost,Dixie,2003-02-06
2003-02-06,Black & Red & Brown,Shiba Inu,F/S,Matched,Saki,2003-02-07
2003-02-07,Flame Point,Siamese X,M/N,Lost,Java,2003-02-07
2003-02-08,White & Lite Brown Patch,Small Dog X,M,Matched,No Name,2003-02-08
2003-02-08,Cream Collar,Maltese,M/N,Matched,No Name,2003-02-08
2003-02-09,Black & White,Span X Bulldog,F/S,Lost,Pika,2003-02-09
2003-02-09,Brown & White,Pitbull X,M,Found,No Name,2003-02-09
2003-02-09,Black & Tan,Rotweiler,F/S,Lost,Kiesha,2003-02-09
2003-01-24,Black & Silver & White,Husky X Wolf,M,Lost,Leo,2003-02-09
2003-02-10,Tan & Beige,Lhasa Apso,F,Lost,Kysha,2003-02-10
2003-02-10,Orange,Med Hair,M/N,Lost,Jack,2003-02-10
2003-02-08,Black,Poodle,M,Lost,Scruffy,2003-02-11
2003-02-11,Black & Tan,Collie X,M,Lost,Charlie,2003-02-11
2003-02-12,Black & Tan,Rottweiler X,F/S,Matched,Teika,2003-02-12
2003-02-12,"White &black Over Lt Eye, Ears",Jack Russel Terrier,M/N,Matched,Jake,2003-02-12
2003-02-13,Tri Colour,Sheltie,F,Lost,Lucy,2003-02-13
2003-02-13,Tan & White,Chihuahua,M,Matched,Kiki,2003-02-14
2003-02-15,Dark Brown With White Chest,Boxer X Pitbull,,Found,No Name,2003-02-15
2003-02-15,Brindle,Pitbull,M,Lost,Chico,2003-02-15
2003-02-15,Brindle With White Nose,Pitbull X,F,Lost,Sasha,2003-02-15
2003-02-16,Black,Standard Poodle,F/S,Matched,Freddie,2003-02-16
2003-02-16,Golden Brown,Pitbull X,M,Lost,Tex,2003-02-16
2003-02-17,Black & Tan,Rotty X,F/S,Lost,Wednesday,2003-02-17
2003-02-17,Black & Tan,Elkhound,F/S,Matched,Chewbacka,2003-02-17
2003-02-17,Black,Pomeranian,F,Lost,Kilo,2003-02-17
2003-02-18,Grey Speckled,Mini Schnauzer,M/N,Matched,Jake,2003-02-18
2003-02-18,Brown & Black & White,Bordie Collie X Shep,F,Lost,No Name,2003-02-18
2003-02-18,Golden Brown,Pomeranian,M,Matched,No Name,2003-02-18
2003-02-19,Black,Tibetian Terrier,M/N,Lost,Java,2003-02-19
2003-02-19,Brindle,Shep X,M/N,Matched,Tigger,2003-02-19
2003-02-20,Orange & White,Cat,,Lost,No Name,2003-02-20
2003-02-20,Red,Retriever,F/S,Matched,Brittany,2003-02-20
2003-02-21,White,Eskimo Dog,M/N,Found,Momo,2003-02-22
2003-02-22,White,West Highland Terrier,F/S,Lost,Katy,2003-02-22
2003-02-23,Lite Brown,Pom X Shih,M,Matched,No Name,2003-02-23
2003-02-23,Black & Tan,Min Pin,F,Lost,No Name,2003-02-23
2003-02-23,Grey W Chest/back Paws,Dsh,M/N,Lost,Po,2003-02-23
2003-02-24,Biege & Grey,Maltese & Yorkie,F/S,Lost,Ronnie,2003-02-24
2003-02-24,Brown & Black & White,Collie X,M,Found,Chase,2003-02-24
2003-02-25,Cinnamon,Ridgeback Lab Rotty,M,Lost,Trey,2003-02-25
2003-02-25,Tan,Boxer Lab,F/S,Matched,Billie,2003-02-25
2003-02-25,Brindle,Pitbull,M/N,Matched,Ottis,2003-02-25
2003-02-26,Lite Cream W/black Tips,Maltese & Yorkie,F/S,Lost,Ronnie,2003-02-26
2003-02-26,Black & Brown,Lab X,M/N,Matched,Phinny,2003-02-26
2003-02-26,Black & Tan,Collie X Retriever,F,Lost,Emily,2003-02-26
2003-02-27,Black & White,Dsh,M,Lost,Scooter,2003-02-27
2003-02-27,Reddish,Husky X,M/N,Matched,Curly,2003-02-27
2003-02-27,Black & Tan,Sheltie X,F/S,Matched,Boots,2003-02-27
2003-02-28,White,Toy Poodle,F,Lost,Gidget,2003-02-28
2003-02-28,Black & White,Alaskan Malamute,M/N,Lost,Yukon,2003-02-28
2003-02-28,Tan Red Nose,Pitbull,M,Matched,Smokey,2003-02-28
2003-02-28,Mostly Grey,Dmh,F/S,Lost,Mitsu,2003-02-28
2003-03-01,Black & White,Shih Tzu,F,Lost,No Name,2003-03-01
2003-03-01,White & Brown  Eye Patch,Bull Terrier,F/S,Lost,No Name,2003-03-01
2003-03-01,Golden,Lab X,M,Matched,No Name,2003-03-01
2003-03-02,Dark Brown W Blonde Legs,Husky X,M,Found,No Name,2003-03-02
2003-03-02,Black & Tan,Shepherd,F/S,Lost,Scully,2003-03-02
2003-03-03,Calico,Dsh,F/S,Lost,Cosmo,2003-03-03
2003-03-03,White,Maltese Poodle X,M,Matched,Willie,2003-03-03
2003-03-01,Black & Brown,Rotty X Elkhound,F,Lost,Raja,2003-03-04
2003-03-05,Tan,Ridgeback X,F/S,Lost,Lucy,2003-03-05
2003-03-05,White & Black & Brown On Eye,Jack Russell,M/N,Lost,Doddy,2003-03-05
2003-03-05,Tan,Yorkie X,F,Matched,No Name,2003-03-05
2003-03-05,Black,Min Schnauser,M/N,Matched,Nicholas,2003-03-05
2003-03-05,White W/2 Black Spots On Back,Border Collie X,M,Lost,Disco,2003-03-05
2003-03-05,Chocolate & White,Lab,M/N,Matched,Omak,2003-03-05
2003-03-05,White,Maltese Poodle X,F,Lost,Lilly,2003-03-05
2003-03-05,Black & Tan,German Shepherd,M,Lost,Macho,2003-03-05
2003-03-06,Choco Brown,Lab,F,Matched,No Name,2003-03-06
2003-03-05,Red,Retriever,M,Lost,Carson,2003-03-06
2003-03-05,Black & White,Shih Tzu,F,Found,No Name,2003-03-06
2003-03-05,White & Yellow,Jr Terrier,F,Lost,Mimi,2003-03-06
2003-03-06,Black & Tan & White,Elkhound X Shep,F/S,Matched,Chewbaca,2003-03-06
2003-03-01,Black & Tan & White,Beagle,M/N,Lost,Rockett,2003-03-07
2003-03-07,Tan,Shep X Lab,F,Matched,No Name,2003-03-07
2003-03-07,White,Standard Poodle,M/N,Matched,Charlie,2003-03-07
2003-03-09,White,Maltese,F/S,Matched,Nu Nu,2003-03-09
2003-03-09,Black With White Feet,Shep X,F/S,Matched,No Name,2003-03-09
2003-03-10,Cream & Chocolate,Chihuahua,M,Matched,No Name,2003-03-10
2003-03-10,Blonde,Cocker Spaniel,F/S,Matched,Brie,2003-03-10
2003-03-10,White,Bichon Frise,M,Found,No Name,2003-03-10
2003-03-11,Black & Tan,Rottwieler,F/S,Lost,Jessie,2003-03-11
2003-03-11,Gold,Retriever,M/N,Found,Bailey,2003-03-11
2003-03-13,Black & Tan,Shep,M,Lost,Luckey,2003-03-13
2003-03-13,Brindle,Pitbull,F,Lost,Shayla,2003-03-14
2003-03-15,Black,Spaniel,F,Lost,Paul,2003-03-15
2003-03-16,White,Small Fluffy Shih Tzu X,F,Matched,Chloe,2003-03-15
2003-03-15,Golden,Retriever,F/S,Found,Birken,2003-03-15
2003-03-15,Brown & White,Beagle,F,Lost,No Name,2003-03-15
2003-03-15,Red,Doby,M,Lost,Freon,2003-03-16
2003-03-18,White With Brown Eye,American Bulldog,M,Lost,Buddy,2003-03-18
2003-03-18,Black & White,Border Collie,M/N,Matched,Brew,2003-03-18
2003-03-19,Black,Lab,M/N,Lost,Barney,2003-03-19
2003-03-21,Chocolate,Choc Lab,M,Matched,Tucker,2003-03-21
2003-03-21,Black & White,Dsh Cat,M/N,Lost,Parker,2003-03-21
2003-03-22,Black,Border Collie,M/N,Lost,Gemana,2003-03-22
2003-03-22,Black & White,Siberian Husky,M/N,Lost,Cassius,2003-03-23
2003-03-23,Tri,Jack Russell,M/N,Lost,Rosco,2003-03-23
2003-03-23,Reddish,Chow X,F,Matched,No Name,2003-03-23
2003-03-23,White,Akita,F/S,Matched,Sherry,2003-03-23
2003-03-23,Silver,Elkhound,F,Lost,No Name,2003-03-23
2003-03-23,Black & Tan,Shep X Collie,M/N,Lost,Tiger,2003-03-24
2003-03-24,Black & Tan,Rottweiler,M,Lost,Chevy,2003-03-24
2003-03-24,Black & Tan & White & Orange,Mix (med Dog ),F,Matched,No Name,2003-03-24
2003-03-25,Greyish,Husky X,F/S,Lost,Cheeri,2003-03-25
2003-03-24,Black & Tan,Rotty X,M,Found,No Name,2003-03-25
2003-03-25,Black & Tan,Shep X  (puppy),M,Matched,No Name,2003-03-25
2003-03-26,Black & Brown,Boxer,F,Matched,Maxie,2003-03-26
2003-03-26,Red,Doberman,F/S,Lost,Jugs ( Flame ),2003-03-26
2003-03-26,Red,Rhodesian Ridgeback,M/N,Lost,Tuco,2003-03-26
2003-03-26,White,Shep X Husky    (puppy),F,Found,No Name,2003-03-26
2003-03-26,Black & Brown,Rotty X Lab,M/N,Lost,Rocky,2003-03-26
2003-03-26,Red & Brown,Rotty X Lab,M/N,Lost,Rocky,2003-03-26
2003-03-27,Brown & White,Jr Terrier,F/S,Matched,Scarlett,2003-03-27
2003-03-27,Golden,Lab,M/N,Lost,Jasper,2003-03-28
2003-03-28,Blonde,Cocker Spaniel,M/N,Lost,Charlie,2003-03-28
2003-03-29,Black & Tan (tri Colour),Shep X,M/N,Found,Maximus,2003-03-29
2003-03-30,Black & Tan,Shepherd,F/S,Lost,Sophie,2003-03-30
2003-03-31,Black & Tan,Min Dashund,M,Lost,Duffy,2003-03-31
2003-03-31,Black & Tan,Rottweiler,F,Matched,Pandora,2003-03-31
2003-03-31,Black,Lab,M/N,Matched,Kyuss,2003-03-31
2003-04-01,Tan,Lab X Terrier,F/S,Lost,Sophie,2003-04-01
2003-04-02,Auburn,Sheltie,F/S,Lost,Zora,2003-04-02
2003-04-03,Golden,Boxer,F,Found,No Name,2003-04-03
2003-04-03,Salt & Pepper,Schnauzer,M/N,Matched,Mario,2003-04-03
2003-04-03,White,Pitbull X  (pup),M,Matched,No Name,2003-04-03
2003-04-03,White,Pitbull X  (pup),M,Matched,No Name,2003-04-03
2003-04-04,Chocolate,Lab,M,Lost,Scoundrell,2003-04-04
2003-04-04,Black & Tan,Shep X,F,Found,No Name,2003-04-04
2003-04-04,Brown & Black & White,Bichon Frise,M,Lost,Lucky,2003-04-05
2003-04-05,Black,Flat Coat Retriever,F,Matched,Pepper,2003-04-05
2003-04-05,Black,Pitbull,M/N,Lost,Winston,2003-04-06
2003-04-06,Black & Brown,Pom,M/N,Found,No Name,2003-04-06
2003-04-06,Tri,Beagle,M,Found,Bagel,2003-04-06
2003-04-06,Chocolate,Lab,M/N,Found,Aj,2003-04-06
2003-04-06,Black & White,Lab,M/N,Lost,Buddy,2003-04-06
2003-04-06,Black & Tan,Rotty X,M,Lost,Buddy,2003-04-07
2003-04-01,Tan,Shep X Husky,M,Lost,Gus,2003-04-07
2003-04-07,Black & Brown,Shepherd,M/N,Lost,Macho,2003-04-07
2003-04-08,Redish Blonde,Chow X Collie,M/N,Matched,Saber,2003-04-08
2003-04-09,Black,Standard Poodle,M,Matched,Milo,2003-04-09
2003-04-09,White,Maltese,M/N,Matched,Benny,2003-04-09
2003-04-10,Black & Brown,Shep X Rotty,M/N,Matched,Relick,2003-04-10
2003-02-15,Black & Tan,Shep,M,Lost,Lucky,2003-04-11
2003-04-11,Black,Domestic Persian X,F/S,Lost,Shiba,2003-04-11
2003-04-11,Tan & White,Boxer Or Pit Bull X,M/N,Found,No Name,2003-04-11
2003-04-12,Tan,Wheaton Terrier,M/N,Lost,Bailey,2003-04-12
2003-04-12,Tan,Pitbull X,F/S,Matched,Twister,2003-04-12
2003-04-12,Grey Tabby,Tabby Cat,M,Lost,Igor,2003-04-12
2003-04-14,Black & Grey,Border Collie X,M,Matched,Raxcal,2003-04-14
2003-04-14,Brown & White,Husky,F,Matched,Ruby,2003-04-14
2003-04-14,Black & Tan,Min Pin,F,Lost,Sargent Pepper,2003-04-14
2003-04-14,Black & Gold & White,Shep X Lab,M,Lost,Rasta,2003-04-14
2003-04-15,Tan & White,Corgie,M/N,Found,Buddy,2003-04-15
2003-04-15,Black With Brown,Yorkshire,M/N,Matched,Mikey,2003-04-15
2003-04-16,Brindle,Boxer,M,Lost,Cowboy,2003-04-16
2003-04-19,Grey & Yellow,Cockatiel,F,Lost,No Name,2003-04-19
2003-04-20,Black & Tan,Shep,F,Matched,Daisy,2003-04-20
2003-04-20,White,Schnauzer,F/S,Matched,No Name,2003-04-20
2003-04-20,Ginger & White,Cat,F,Lost,No Name,2003-04-20
2003-04-21,Cream,Short Haired Chihuahua,F,Lost,Muggins,2003-04-21
2003-04-22,White,Poodle X (small Size),M,Lost,Lulu,2003-04-22
2003-04-22,Black & Tan,Pug,F,Lost,Bell,2003-04-22
2003-04-23,Black & Tan,Doberman Or Rotty (mini),M,Found,No Name,2003-04-23
2003-04-23,Beige & Yellow,Rigdeback X Lab,F/S,Lost,Nallie,2003-04-23
2003-04-24,White,Husky,F/S,Matched,Snow,2003-04-24
2003-04-24,Black & White,Border Collie X Husky X Wolf,M,Lost,No Name,2003-04-24
2003-04-25,Black,Lab X,M,Matched,No Name,2003-04-25
2003-04-25,Black & Tan,Gsd X,F/S,Found,Maddy,2003-04-25
2003-04-25,Black & White,Boxer,M/N,Lost,Riley,2003-04-25
2003-04-26,Black & White,Pitt X Shep,F,Lost,Shumbles,2003-04-26
2003-04-26,Black,Border Collie X Lab,M/N,Matched,Jax,2003-04-26
2003-04-27,Black & White,Chi X,M/N,Lost,Bandit,2003-04-27
2003-04-27,Black & Brown,Australian Terrier,M/N,Lost,Wylie,2003-04-27
2003-04-27,Black & Tan,Rotty X,M,Found,No Name,2003-04-27
2003-04-27,Black,Lab X,F/S,Matched,No Name,2003-04-27
2003-04-25,Grey & Tan,Yorkshire Terrier,F,Lost,Jenny,2003-04-28
2003-04-28,Golden Tan,Pomeranian,F/S,Lost,Cindy,2003-04-28
2003-04-29,Black & White,Pit X,M/N,Matched,Blade,2003-04-29
2003-04-18,Black & Tan & White,Sheltie X,M/N,Lost,Walter,2003-04-29
2003-04-28,Tan & White,Pitbull,F,Matched,Juanna,2003-04-29
2003-04-29,Grey & Tan,Mastiff X,F,Lost,Kya,2003-04-29
2003-04-30,Tri,Beagle,F,Lost,Tasha,2003-05-01
2003-04-30,Black,Lab X,F,Found,No Name,2003-05-01
2003-05-01,Black & Tan,Shep X Heeler,F/S,Lost,Chilli,2003-05-02
2003-05-02,Blonde,Cocker Spaniel,M,Found,No Name,2003-05-02
2003-05-02,Black & White,Jack Russel Terrier,M,Lost,Wishbone,2003-05-02
2003-05-02,Black & Tan,Shepherd X Blue Heeler,F/S,Lost,Chile,2003-05-02
2003-05-03,Black & White,Shih Tzu,F,Found,No Name,2003-05-03
2003-05-03,Black,Pitbull,M/N,Matched,Sabre,2003-05-03
2003-05-03,Black & Tan,Collie X,M,Lost,Harley,2003-05-03
2003-05-04,Black & White,Shih X Span,M,Lost,Duke,2003-05-04
2003-05-05,Red,Golden Retriever,F/S,Matched,Katie,2003-05-05
2003-05-05,White With Black And Brown,Jack Russel Terrier,M,Lost,Paush,2003-05-05
2003-05-06,Yellow,Lab,M/N,Found,Shaughn,2003-05-06
2003-05-06,Black,Poodle,F/S,Matched,Annie,2003-05-06
2003-05-06,Black,Lab X,F,Matched,Stella,2003-05-06
2003-05-06,Black,Lab,M/N,Matched,Bear,2003-05-06
2003-05-07,Black & Tan,Yorkie X,M,Lost,Vito,2003-05-07
2003-05-05,Black & White,Pitbull,M/N,Lost,Winston,2003-05-07
2003-05-07,Brown & White,Pitbull,M/N,Lost,Mojo,2003-05-07
2003-05-07,Brown & White,Pitbull,F,Lost,Gucci,2003-05-07
2003-05-07,Black & Tan,Shepherd,F/S,Lost,Storm,2003-05-07
2003-05-07,Black & Tan,Rotty,M,Matched,Boomer,2003-05-07
2003-05-08,Beige,Wheaton Terrier,M/N,Matched,Bailly,2003-05-08
2003-05-09,Black,Lab X Pit,F,Lost,No Name,2003-05-09
2003-05-09,Black,Lab X Ret,F/S,Found,Natasha,2003-05-09
2003-05-09,Grey With Yellow Head,Cockatiel,M,Lost,Finger,2003-05-09
2003-05-09,Black & White,Great Dane,F/S,Lost,Lily,2003-05-09
2003-05-09,Black & White,Dsh,M/N,Lost,Ziggy,2003-05-09
2003-05-09,Red & White,Boxer & A Chow,,Lost,1. Dj  2. Furr,2003-05-09
2003-05-09,Black,Lab X Terrier,M/N,Lost,Tracy,2003-05-09
2003-05-10,Brown,Border Terrier,M/N,Matched,Porto,2003-05-10
2003-05-11,White,Maltese,F/S,Lost,Ginger,2003-05-11
2003-05-10,Black & Tan & White,Rotty X,M,Found,No Name,2003-05-12
2003-05-12,Grey & Tan & White,Mix (mid Size),M/N,Lost,Sam,2003-05-12
2003-05-12,Black & Grey & White,Small Mutt,M,Lost,Koby,2003-05-12
2003-05-13,Black & Brown,J.R. X Pekingese,M,Lost,Yogi,2003-05-13
2003-05-12,Red,Pomeranian,M,Lost,Win,2003-05-13
2003-05-12,Brown & Black & White,Pitbull X,M,Lost,Nero,2003-05-13
2003-05-13,Black & Rust,Rotty,F/S,Matched,Riley,2003-05-13
2003-05-13,Gold,Shep X Lab,M/N,Lost,Miricle,2003-05-13
2003-05-13,Blonde,Yellow Lab,F,Matched,No Name,2003-05-13
2003-05-13,Black & Tan,Shepherd X,M,Found,No Name,2003-05-14
2003-05-14,Black & Tan,Shep,M/N,Lost,Cowboy,2003-05-14
2003-05-14,Brindle,Cairn Terrier,M,Matched,Serge,2003-05-15
2003-05-15,Dark Brown Brindle,Carin Terrier,M,Matched,No Name,2003-05-15
2003-05-15,Orange,Dsh,F/S,Lost,Sophie,2003-05-15
2003-05-15,Black & Tan,Jack Russell X,M,Lost,Yogi,2003-05-15
2003-05-15,Tan & White,Jack Russell,M/N,Lost,Whiskey/finnigan,2003-05-15
2003-05-16,Red & Black & White,Bernese Mountain Dog,M/N,Lost,Max,2003-05-16
2003-05-16,Beige & Cream,Shih Tzu,F/S,Matched,Mitzi,2003-05-16
2003-05-16,Black,Labrador,F/S,Matched,Gala,2003-05-16
2003-05-16,Blonde,Akita X Wolfe,M,Matched,Gunther,2003-05-16
2003-05-16,Golden,Retriever X,M,Found,Zack,2003-05-16
2003-05-16,Golden,Retriever,F,Lost,Abby,2003-05-16
2003-05-16,Blue Merle,Border Collie,M,Lost,Ceasar,2003-05-16
2003-05-16,Black & Tan,Gsd,,Lost,No Name,2003-05-16
2003-05-17,Black & Tan,German Shepherd,M/N,Lost,Chevy,2003-05-17
2003-05-17,Black,Pomeranian,,Found,No Name,2003-05-17
2003-05-18,Black,Shep X Terrier,F/S,Lost,Sally,2003-05-18
2003-05-18,White,Bichon Frise,M/N,Found,Snowy,2003-05-18
2003-05-18,Brown & White,Terrier X,M/N,Lost,Baby,2003-05-18
2003-05-19,Black & Tan,Rotty X,F,Lost,Shiva,2003-05-19
2003-05-20,Cream,Pom,M,Lost,Rocco,2003-05-20
2003-05-20,Black & Tan & White,Beagle,M/N,Lost,Hudson,2003-05-20
2003-05-20,Grey,Cat,F,Lost,Pekoe,2003-05-20
2003-05-20,White With Brown Ears,Chi,M/N,Found,No Name,2003-05-20
2003-05-20,Black & Tan,German Shepherd,M,Lost,Toby,2003-05-20
2003-05-21,Black & Tan,Shep X Chow,M,Lost,Max,2003-05-21
2003-05-21,Brown & Black & White,Pit X,M,Lost,Nero,2003-05-21
2003-05-21,Black,Pitbull,M,Lost,Damon,2003-05-21
2003-05-21,Brown & Black & White,Beagle,M,Found,Scrappy,2003-05-21
2003-05-22,Black & Tan,Rotty X Akita,F,Found,No Name,2003-05-22
2003-05-22,Black & Tan,Shep X Rotty,M/N,Lost,Charlie,2003-05-22
2003-05-22,Grey,Akita,F,Matched,No Name,2003-05-22
2003-05-22,Black & White,Sheltie / Border Collie X,F,Matched,Marsha,2003-05-22
2003-05-22,Black & White,Border Collie X Lab,F,Lost,Cassie,2003-05-22
2003-05-23,Grey & Brown,Shep X Collie,F,Matched,Brandy,2003-05-23
2003-05-23,Black & Tan,Gsd,F/S,Matched,Brandy,2003-05-23
2003-05-23,Black & Brown,Shep X Lab,M,Lost,Baliey,2003-05-24
2003-05-24,Tri Colour,Shep,M/N,Lost,Chopper,2003-05-24
2003-05-24,Shep X Husky,Black With Brown Spots,M/N,Lost,Chocolate,2003-05-24
2003-05-24,Tan & White,Shiba Inu,F,Lost,No Name,2003-05-24
2003-05-23,Black & Tan,Shep X Lab,M,Lost,Bailey,2003-05-24
2003-05-24,Black & White,Lab X,F/S,Lost,Preslie,2003-05-24
2003-05-25,Blonde,Wheaton Terrier,M/N,Matched,Bailly,2003-05-25
2003-05-25,Black & Tan,Rottweiler,M,Matched,Zues,2003-05-25
2003-05-26,Brown & Black & White,Wire Haired Fox Terrier,M,Matched,No Name,2003-05-26
2003-05-26,"Tan, Some Black",German Shepherd,F,Lost,Tasha,2003-05-26
2003-05-26,Black,Spaniel X Terrier,F,Lost,Tia,2003-05-26
2003-05-27,Black,Lab,F/S,Lost,Kaya,2003-05-27
2003-05-27,Blonde,Wheaton Terrier,M/N,Matched,Baily,2003-05-27
2003-05-28,Brown & White,Mini Jr Terrier,F,Lost,Tia,2003-05-28
2003-05-28,Reddy Brown & White,Akita X,M,Matched,Herculies,2003-05-28
2003-05-28,Tan & White,Boxer,M,Matched,Velenta,2003-05-28
2003-05-28,White,American Eskimo,M,Matched,No Name,2003-05-28
2003-05-29,Black,Husky X Lab,M/N,Matched,Bear,2003-05-29
2003-05-29,Black,Poodle,M/N,Matched,Fraser,2003-05-29
2003-05-29,Brindle Black & Grey & White,Shep X,F/S,Lost,Ruth,2003-05-29
2003-05-29,Brown,Pitbull X,F/S,Matched,Baby,2003-05-29
2003-05-28,Tan & White,Boxer,M,Matched,Valente,2003-05-29
2003-05-29,Black & Tan,Long Haired Shep,F/S,Matched,Delilah,2003-05-29
2003-05-29,Yellow,Lab,F/S,Lost,Sandy,2003-05-29
2003-05-29,Black,Great Dane,F,Found,Cha Cha,2003-05-30
2003-05-30,Black,Pomerainian,F,Matched,No Name,2003-05-30
2003-05-30,Brown & Tan,Lab X Collie,M,Lost,Thumper,2003-05-31
